,Timestamp_rome,Open,High,Low,Close,Volume,Trades,fast_period,slow_period,macd,signal,hist,atr,Trade_Direction,stop_loss,recent_high_fast,recent_low_fast,recent_high_med,recent_low_med,recent_high_slow,recent_low_slow,from_high_fast,from_low_fast,from_high_med,from_low_med,from_high_slow,from_low_slow,sar,Rsi_9,Rsi_14,volatility_15min,high_volatility_15min,volatility_1h,high_volatility,trend_strenght_4h,strong_trend,price_change_4h,range_bound,ema_50,ema_200,ema_50_slope,ema_200_slope,ratio_ema_50,ratio_ema_200,above_ema_50,above_ema_200,distance_from_ema_50,distance_from_ema_200
176559,2024-08-13 16:20:00+02:00,59563.77,59575.99,59386.03,59441.82,94.19479,0.0,59505.26044070819,59379.87594161496,125.38449909322662,134.63182130271514,-9.247322209488516,187.6462234357462,-1,59910.935558589365,59680.01,59181.5,59680.01,58800.0,59680.01,58392.88,-0.003991118634195978,0.004398671882260499,-0.003991118634195978,0.010915306122448974,-0.003991118634195978,0.017963491439367305,59151.868810304964,64.97926134535305,64.49611477055558,0.0025231056705789508,1,0.0013522714728472819,1,0.015613208103265386,1,0.019851511948994868,0,59082.59038035417,59118.404555502966,0.5197410867816975,-1.87097177654967,1.0060801264354393,1.0054706389140355,1,1,0.006043381909332965,0.005440873857782847
176592,2024-08-13 19:05:00+02:00,60997.98,61232.12,60972.04,61175.06,246.67801,0.0,61101.825699654604,60710.2318853297,391.5938143249077,408.9082905887071,-17.31447626379935,220.04954403259083,-1,61725.18386008147,61287.18,60106.69,61287.18,59352.36,61287.18,58392.88,-0.0018294201168988786,0.017774560535607522,-0.0018294201168988786,0.03070981507727742,-0.0018294201168988786,0.047645877374090824,60561.28703518504,82.28455315077677,80.44703818575155,0.003323735664229163,1,0.0026647904172986503,1,0.03542162479539135,1,0.04034127633058304,0,59793.684589591925,59338.625839653716,15.076964969974807,4.140278932057137,1.023102363065422,1.0309483769527918,1,1,0.022580695636556347,0.030019327489769227
176825,2024-08-14 14:30:00+02:00,61699.99,61800.0,60929.91,61289.51,932.52296,1.0,61433.84831949652,61379.95479586764,53.89352362888167,57.61629194302289,-3.72276831414122,197.3612461312508,-1,61782.91311532813,61800.0,60929.91,61800.0,60891.56,61800.0,60637.3,-0.008260355987054983,0.005901863304902281,-0.008260355987054983,0.0065353884840527055,-0.008260355987054983,0.010755920860592393,61800.0,49.843977867361275,52.444425547272274,0.0054839474595333735,1,0.0025041984682196722,1,0.006330293411086263,0,0.016006164839627565,0,61125.28026653091,60782.64952736862,5.884677406928348,4.074142739028289,1.002686772686407,1.0083389006002963,1,1,0.002679573282101548,0.00826993840595852
176846,2024-08-14 16:15:00+02:00,59105.53,59313.8,59027.74,59203.99,372.07145,0.0,59262.7779570204,59780.28176912437,-517.5038121039688,-534.3060449622176,16.80223285824877,291.28468861389524,1,58475.77827846526,60317.39,58823.52,61482.5,58823.52,61800.0,58823.52,-0.018459021519333006,0.0064679910348785855,-0.03705948847232956,0.0064679910348785855,-0.042006634304207154,0.0064679910348785855,59764.409258922016,13.16256204652374,16.491575305596438,0.0034126969221583425,1,0.002337088909780643,1,0.030967503917606498,1,0.05027498991199754,0,60634.69928560731,60707.809046302784,0.03358800778703815,2.892948592874955,0.976404446588112,0.975228573227609,0,0,0.024165757841782525,0.0254006367865204
176942,2024-08-15 00:15:00+02:00,58755.02,58897.44,58753.21,58854.0,59.98399,0.0,58778.77599986666,58855.72058925447,-76.94458938781463,-86.21483312939974,9.270243741585105,135.0519465159329,1,58516.37013371017,59019.99,58433.18,59183.99,58433.18,59841.73,58433.18,-0.0028124369387388572,0.007201730249834079,-0.005575663283262889,0.007201730249834079,-0.016505705968059465,0.007201730249834079,58433.18,46.08522898979005,45.302119039983545,0.0009762522933942021,0,0.002024765169078255,1,0.0054750076041771845,0,0.017491249532742045,0,59032.38520632222,59705.573548638014,-7.48327181221915,-9.15941973288125,0.9969781806088513,0.985737118027276,0,0,0.0030309784606351664,0.014469255252625386
176991,2024-08-15 04:20:00+02:00,58311.66,58378.0,58276.85,58310.0,108.42037,0.0,58318.45726327362,58491.56802632606,-173.11076305243478,-183.64502557478002,10.534262522345244,167.01989895878833,1,57892.45025260303,58963.91,58010.0,59044.44,58010.0,59462.61,58010.0,-0.011090004038063341,0.005171522151353215,-0.012438766461329845,0.005171522151353215,-0.019383777469572906,0.005171522151353215,58590.1711872,32.594152549445525,33.9297448359833,0.002089673679149531,1,0.003381138532323695,1,0.01042020229448104,1,0.01774035328417085,0,58778.2133888731,59353.91973653281,-3.741797010284827,-6.786473975300875,0.9920342357843471,0.9824119495196496,0,0,0.008029727128675987,0.017902928083224273
177043,2024-08-15 08:40:00+02:00,58170.22,58191.48,58005.98,58143.84,118.17344,0.0,58129.06930454797,58200.86253764237,-71.79323309440224,-81.48170518976015,9.688472095357909,129.0813086504762,1,57821.13672837381,58369.81,57847.32,58639.0,57847.32,59044.44,57847.32,-0.003871350617725176,0.005125907302187842,-0.00844420948515499,0.005125907302187842,-0.015252917971616054,0.005125907302187842,58432.71510148623,38.28865169707538,39.63764415679485,0.0011374769268282417,1,0.00125499194304673,0,0.005841959829024357,0,0.013615887770742357,0,58383.30092496364,58948.78603207066,-6.321139311446319,-7.51431596189318,0.9958984688914488,0.9863449939133142,0,0,0.0041184229483921505,0.013844046627650736
177054,2024-08-15 09:35:00+02:00,57945.12,58010.53,57945.11,57982.61,96.51007,1.0,57922.894440532655,57976.392423133126,-53.497982600471005,-64.2789645793587,10.780981978887695,129.77443732794185,1,57658.173906680146,58149.0,57713.88,58390.0,57713.88,59044.44,57713.88,-0.002861442157216795,0.004656245603310733,-0.006977050864874113,0.004656245603310733,-0.017983573051078165,0.004656245603310733,58104.70363413261,42.562404750775165,41.15423506535819,0.002232877137021769,1,0.0014436080465425015,1,0.008335897325825736,1,0.015955128615286595,0,58250.57856087479,58851.67444066004,-6.60132312812393,-7.456997513497892,0.9953997270500112,0.9852329700230311,0,0,0.00462153326445273,0.01498836359142923
177105,2024-08-15 13:50:00+02:00,58786.4,58872.85,58709.09,58710.96,76.97152,0.0,58753.32505434301,58672.2586275073,81.06642683571408,86.06082699639202,-4.994400160677941,107.83183202078327,-1,58980.539580051955,58872.85,58468.68,58872.85,58298.6,58872.85,57713.88,-0.0027498244097236575,0.004143756965267539,-0.0027498244097236575,0.007073240180724761,-0.0027498244097236575,0.017276260060838083,58489.93789446022,62.54313370853766,62.80125694767151,0.0010542871170523182,0,0.0014470819409014854,1,0.01161259196719322,1,0.015465596202140112,0,58442.53767846875,58671.80963544434,4.559938907641609,-3.26931958070826,1.0045929272101088,1.0006672772631169,1,1,0.0045719286744971,0.0006668323010841349
177118,2024-08-15 14:55:00+02:00,58986.2,58986.2,58740.72,58800.26,112.29801,0.0,59021.29057739639,58963.159267179486,58.1313102169006,88.21855129875567,-30.08724108185507,179.27121720312,-1,59248.4380430078,59387.11,58676.31,59387.11,58464.93,59387.11,57713.88,-0.009881774007861277,0.0021124368591004506,-0.009881774007861277,0.005735575155909735,-0.009881774007861277,0.01882354816553669,59387.11,47.62061443303856,51.916370612278385,0.0019921568276777117,1,0.002839606676929726,1,0.007228028222815652,1,0.018511992974180762,0,58618.53751722393,58694.897935697256,7.306956196945942,-1.4997610972172073,1.003100085578264,1.0017950804585805,1,1,0.0030905047490618724,0.0017918639186756341
177128,2024-08-15 15:45:00+02:00,59154.85,59252.44,59026.2,59243.76,146.74789,0.0,59270.858399773,59213.12358676012,57.734813012881204,59.99479215226367,-2.259979139382466,207.6751827436796,-1,59762.9479568592,59477.0,58887.81,59477.0,58532.42,59477.0,57713.88,-0.003921515880088067,0.006044544702885102,-0.003921515880088067,0.012152923115087396,-0.003921515880088067,0.026508008125601758,58699.920504742404,60.21473299399449,60.95501571811498,0.0030282715419628924,1,0.002421183806947693,1,0.013530734600622596,1,0.0198907024132162,0,58789.728126381175,58735.90624284467,10.185080929947357,0.15252489170839234,1.0077229796443825,1.0086463934863898,1,1,0.007663792332202199,0.008572274230321161
177151,2024-08-15 17:40:00+02:00,59474.64,59613.95,59452.25,59607.99,75.67732,0.0,59584.65681317055,59633.37555513356,-48.7187419630136,-55.014101714428726,6.295359751415127,185.8941145897774,1,59143.25471352555,59787.37,59261.61,59787.37,59210.48,59787.37,57713.88,-0.0030002992270776363,0.005844930638907673,-0.0030002992270776363,0.006713507473676868,-0.0030002992270776363,0.032818968331361546,59302.4257161984,57.14661515237827,57.58135571447319,0.001991880755337811,1,0.0024338638724640004,1,0.014662460580710857,1,0.02105338562833614,0,59214.874580226766,58889.96928942665,17.609860189407183,4.765508482696973,1.0066387951095062,1.0121925808289098,1,1,0.006595012174932122,0.012045712505544136
177185,2024-08-15 20:30:00+02:00,57858.53,57895.81,57543.93,57713.41,216.46055,0.0,57780.7734061124,58282.19313511038,-501.4197289979784,-521.7930202736613,20.37329127568296,272.5474828435821,1,57032.04129289105,58878.15,57524.56,59572.0,57524.56,59849.38,57524.56,-0.019782211227764423,0.003282945580114056,-0.03119905324649158,0.003282945580114056,-0.03568909151606907,0.003282945580114056,58817.85155087115,22.12618188208164,24.120269560405166,0.004635609909250974,1,0.00405591609015941,1,0.030113767940826652,1,0.04028214586523304,0,59011.49563735386,58955.97168423764,5.348095485376768,4.842508247055841,0.978002834475997,0.9789239045894677,0,0,0.02249192410141517,0.02152986081116387
177199,2024-08-15 21:40:00+02:00,57010.19,57059.64,56808.48,56933.73,161.28133,0.0,56878.42258816779,57074.20741835876,-195.78483019096893,-203.54730275293412,7.762472561965183,279.34683332427346,1,56235.36291668932,57673.2,56680.0,58878.15,56680.0,59849.38,56680.0,-0.012821726555835187,0.0044765349329570076,-0.03302447512362393,0.0044765349329570076,-0.048716461223157106,0.0044765349329570076,57354.33436234532,23.531787066356024,24.724378220190655,0.0018255452437144764,1,0.002790780827370962,1,0.04486411972623128,1,0.05566787912894513,0,58313.16441710142,58756.28798539259,-17.62265267219406,-1.9212517840391161,0.9763443738495373,0.9689810563620749,0,0,0.024228772945342175,0.032011919566706556
177224,2024-08-15 23:45:00+02:00,57156.58,57310.08,57156.57,57219.87,52.41472,0.0,57119.5030993929,56802.514265902675,316.988833490228,317.6367532633076,-0.6479197730795931,234.5443596509193,-1,57806.2308991273,57393.21,56755.18,57393.21,56078.54,59849.38,56078.54,-0.003020217896855682,0.008187622698051567,-0.003020217896855682,0.020352348688107817,-0.04393545931469958,0.020352348688107817,56350.68989979719,60.44485907709253,53.62571436152819,0.0040857231207142505,1,0.002389371234480635,1,0.03551656784706303,1,0.05677083852165337,0,57459.0156871886,58357.32924832308,-44.21314735232533,-15.096507064169968,0.9958379780034777,0.9805087165061488,0,0,0.004179416821265001,0.019878745763020445
177248,2024-08-16 01:45:00+02:00,57633.76,57667.07,57573.07,57596.67,196.38154,0.0,57686.31569613959,57668.38868350455,17.92701263503841,19.73111233243648,-1.8040996973980725,140.64345637790234,-1,57948.27864094475,57824.46,57573.07,57885.0,57382.9,59849.38,56078.54,-0.003939336398472219,0.0004099138711900989,-0.004981083182171577,0.0037253258374881156,-0.037639654746632285,0.02707149651185636,57825.2365600231,48.77395473253498,52.58760314398653,0.00045363131697955466,0,0.0008459813592189084,0,0.0078965208410402,1,0.031363966007062545,0,57564.67498788481,58200.29293710529,-13.397334949236958,-11.343659577453723,1.0005558098281961,0.9896285240736228,1,0,0.0005555010752389867,0.010480170765172544
177285,2024-08-16 04:50:00+02:00,58040.51,58131.58,58000.0,58131.57,44.79421,0.0,58095.591749534855,57844.3498394494,251.24191008545313,259.8361062333528,-8.594196147899652,183.6041930701142,-1,58590.58048267529,58517.47,57382.75,58517.47,57098.62,58517.47,56078.54,-0.00659461183130442,0.0130495662895208,-0.00659461183130442,0.018090629861106926,-0.00659461183130442,0.03660990460878616,57597.853813336886,69.6655768676943,66.55230604283311,0.0019404615734047717,1,0.0028018771429925314,1,0.00943053193972121,1,0.02440756373860191,0,57591.20166957049,57998.12353637034,-1.340020669754413,-6.276750215265245,1.0093828278411323,1.002300875536878,1,1,0.00929560874460318,0.0022955936615794413
177335,2024-08-16 09:00:00+02:00,58528.7,58562.97,58441.21,58471.41,85.61826,1.0,58519.02661596939,58480.42560617276,38.60100979663548,41.04307488662821,-2.442065089992731,110.54143482587155,-1,58747.763587064685,58666.77,58319.94,58666.77,58059.73,58666.77,57098.62,-0.003329994134669308,0.0025972248942643145,-0.003329994134669308,0.007090628909228484,-0.003329994134669308,0.02404243745295422,58263.67224918639,60.62142595962433,61.533729923151434,0.0005184735078315712,0,0.0012802755427716687,0,0.00581265535362574,0,0.014815787749944727,0,58172.959835016016,58078.42827020856,10.501898881668145,1.3988330799281383,1.0051303933275946,1.0067663974645302,1,1,0.005104206739396016,0.0067209210414361726
177405,2024-08-16 14:50:00+02:00,57893.5,57943.52,57826.04,57874.57,79.80585,1.0,57824.737024947055,57993.9773032275,-169.240278280442,-183.76257919357846,14.522300913136462,149.91235694384523,1,57499.78910764039,58222.0,57526.31,58625.56,57526.31,58683.47,57526.31,-0.005967331936381441,0.006053925586396938,-0.012809941602263552,0.006053925586396938,-0.013784120127865673,0.006053925586396938,58176.26892394758,34.60568380004415,34.94549957183298,0.0016958828698614631,1,0.002329846340638472,1,0.009415712674849086,1,0.019994273823546394,0,58267.43946249081,58218.39731762794,0.1042303432185252,1.869499190117331,0.9932574785143302,0.9940941809896949,0,0,0.006788291688228688,0.005940904919517155
177415,2024-08-16 15:40:00+02:00,58509.76,58594.72,58456.09,58526.99,175.21464,0.0,58525.06067091069,58316.23132842016,208.82934249052778,208.91742022513097,-0.08807773460318913,223.4917306988551,-1,59085.71932674714,58915.18,57905.01,58915.18,57526.31,58915.18,57526.31,-0.006588963998752144,0.01074138489916496,-0.006588963998752144,0.017395171009578058,-0.006588963998752144,0.017395171009578058,57937.61548758771,59.554894174755916,57.55221778698198,0.00411515843089755,1,0.003431014749122039,1,0.00040733830633343793,0,0.02373041907673712,0,58303.61867117664,58231.498808960896,-3.28774282749721,0.709701747119441,1.0038311743578583,1.0050744218693137,1,1,0.003816552479861953,0.005048802117435084
177469,2024-08-16 20:10:00+02:00,59127.1,59200.0,59081.42,59180.34,112.09278,0.0,59194.16754884735,59010.876048816586,183.2915000307621,184.5486143627738,-1.257114332011696,211.6444713722547,-1,59709.45117843063,59467.23,58720.71,59467.23,58252.63,59467.23,57526.31,-0.004824337706666456,0.007827391732831524,-0.004824337706666456,0.015925632885588157,-0.004824337706666456,0.02875258294856734,58913.75446747544,69.22043465756104,67.83124419305182,0.0032417893209378008,1,0.0023101529575623517,1,0.018454082320148224,1,0.030756497850468592,0,58521.55967925672,58303.206288456706,3.192790675680978,0.8572947140147563,1.0112570533723622,1.015044347770578,1,1,0.011131742750096967,0.014821369926960384
177487,2024-08-16 21:40:00+02:00,59806.4,59814.0,59671.46,59705.55,126.23635,1.0,59793.322086092754,59778.130593674425,15.19149241832929,19.045537275870814,-3.854044857541524,172.6641644771266,-1,60137.21041119282,59817.76,59410.25,59817.76,59081.42,59817.76,57526.31,-0.0018758642918089731,0.004970522763327926,-0.0018758642918089731,0.010563896399240314,-0.0018758642918089731,0.03788249237609722,59513.276503055095,63.832719141908626,66.47702688391779,0.0022307664583920135,1,0.0013656934073218382,1,0.02921935538588527,1,0.03398679017277295,0,59056.113095509514,58507.059904206195,19.384987082913,6.309460910460986,1.0109969463015653,1.0204845380669632,1,1,0.010877328899750337,0.020073344869845567
177532,2024-08-17 01:25:00+02:00,58922.17,59003.99,58922.17,59003.99,28.61148,1.0,58887.77659369791,58913.93659727807,-26.160003580160264,-37.74512189141975,11.585118311259485,100.21798798277474,1,58753.44503004306,59003.99,58703.99,59178.21,58703.99,59817.76,57647.05,0.0,0.005110385171433833,-0.0029439890121718986,0.005110385171433833,-0.013604153682785915,0.02353875870491196,59011.65496549771,51.97427416217083,47.945062751866516,0.00022896070235059856,0,0.0012883208163641583,1,0.013000909985078857,1,0.018876181085380906,0,59080.263015914905,58742.52501121125,0.7356836018455845,5.450684712832887,0.9987089932911375,1.004451034216504,0,1,0.0012926755616850126,0.004431310302722747
177723,2024-08-17 17:20:00+02:00,59508.0,59508.0,59421.39,59472.83,34.0821,0.0,59492.36232023275,59463.51360754527,28.848712687482475,29.661159471036292,-0.8124467835538169,81.53314485512657,-1,59676.66286213782,59654.9,59368.0,59654.9,59253.08,59654.9,59051.98,-0.0030520543995547675,0.001765766069262932,-0.0030520543995547675,0.003708667971352713,-0.0030520543995547675,0.007126772040497178,59361.26158179864,57.986486315921624,58.57539495399886,0.0011766237034104732,1,0.001037508919381246,0,0.004982257761711795,0,0.009793884030741452,0,59327.16701715462,59166.19435486733,2.6263091462711183,1.7800079178992154,1.0024552492587968,1.005182615655378,1,1,0.0024492357744768595,0.005155894635124509
177745,2024-08-17 19:10:00+02:00,59626.57,59639.45,59523.68,59523.69,35.36817,1.0,59604.368207577296,59590.77571246289,13.5924951144043,24.020776805373938,-10.428281690969637,72.92424180305143,-1,59706.00060450763,59700.0,59523.68,59700.0,59363.64,59700.0,59060.0,-0.0029532663316582525,1.6800036560302165e-07,-0.0029532663316582525,0.0026960947812499857,-0.0029532663316582525,0.00785116830342029,59462.608994628485,47.61113840798322,51.7954347105009,0.0013057513818099636,1,0.0008680967663801255,0,0.0032040878032304487,0,0.007828815720261966,0,59441.58537462789,59234.24639875983,4.8000293955158355,2.7005037634658358,1.001381265739375,1.00488642329121,1,1,0.001379360476007355,0.004862662265060703
177799,2024-08-17 23:40:00+02:00,59232.46,59286.51,59218.03,59285.98,19.26178,1.0,59254.775260274924,59300.04621071419,-45.27095043926238,-48.93447408629447,3.6635236470320933,60.10175674247044,1,59135.725608143825,59398.91,59113.68,59500.0,59113.68,59700.0,59113.68,-0.0019012133387632918,0.00291472295414535,-0.0035969747899159124,0.00291472295414535,-0.006935008375209327,0.00291472295414535,59318.09634888327,40.941056248646,40.66307443060186,0.0007370500228915115,0,0.0006973372407570824,0,0.0033881050364672483,0,0.007223461600870897,1,59393.73408080909,59309.03088834621,-0.8633631684164754,1.3453341893785713,0.9981857668577887,0.9996113426909705,0,0,0.0018175305664017913,0.0003888084222645865
177837,2024-08-18 02:50:00+02:00,59730.0,59732.0,59664.81,59679.66,25.69798,0.0,59696.070219771864,59609.677538198135,86.39268157372862,87.78146665806915,-1.388785084340526,65.54288346056919,-1,59843.51720865143,59747.77,59463.99,59747.77,59352.36,59747.77,59113.68,-0.0011399588637365596,0.0036269009193632237,-0.0011399588637365596,0.005514523769568774,-0.0011399588637365596,0.009574433532136778,59508.95980252211,69.62138660596179,68.96686028742197,0.0007501318196331422,0,0.0008282993714622913,0,0.005034124706786214,0,0.010624892970234692,0,59450.36934441287,59345.58890082469,-0.5422364375275868,0.4797805904640299,1.003856841565757,1.0056292490370868,1,1,0.0038420234898645608,0.005597737975975649
177864,2024-08-18 05:05:00+02:00,59912.48,59954.53,59631.35,59732.0,151.86423,0.0,59845.29433246857,59735.22536772404,110.06896474453242,112.6310001256419,-2.5620353811094816,136.9806801434972,-1,60074.451700358746,60259.01,59500.0,60259.01,59393.1,60259.01,59113.68,-0.008745746071832278,0.0038991596638655464,-0.008745746071832278,0.005706050029380542,-0.008745746071832278,0.010459846181120846,60259.01,53.45364944283767,55.36745653675054,0.004304103959651252,1,0.002092149011562804,1,0.00573957857673002,0,0.015178631219446887,0,59558.486964552416,59403.8849372264,3.969161913399393,1.9228284789608592,1.0029133217496082,1.0055234613547637,1,1,0.002904858960818056,0.005493120316975805
177953,2024-08-18 12:30:00+02:00,60101.97,60130.0,59974.28,60009.99,100.92777,0.0,60081.17319479031,59999.26246091271,81.91073387760116,95.42976292171011,-13.519029044108947,106.2247293170112,-1,60275.551823292524,60200.0,59880.0,60200.0,59651.68,60259.01,59256.56,-0.0031563122923588378,0.0021708416833666993,-0.0031563122923588378,0.006006704253761129,-0.004132494045288896,0.012714710405058956,59755.20014992947,60.43572895592497,62.131511646035,0.0007838921150814345,0,0.0013747280877609764,1,0.007815822089660474,1,0.012731213586271219,0,59744.891223030085,59545.93518505817,3.6391127767757494,1.9206131745016732,1.0044371790046498,1.0077932240630636,1,1,0.004417577422857647,0.0077329593779606465
177980,2024-08-18 14:45:00+02:00,60202.39,60284.99,59994.51,60004.01,142.76714,1.0,60089.50549405289,60063.388601415,26.116892637895944,32.068742015213886,-5.9518493773179415,101.49932055305646,-1,60257.758301382644,60284.99,59892.98,60284.99,59759.04,60284.99,59316.47,-0.0046608616838121055,0.0018538065729906716,-0.0046608616838121055,0.004099296106497045,-0.0046608616838121055,0.011591047140869995,59872.830408108464,49.44881186285015,51.97127547513691,0.002633257946552706,1,0.0015049377483853496,1,0.005390375370922351,0,0.010554461276837958,0,59899.72212786349,59645.71514148833,7.233905725543696,3.6880591647941525,1.0017410410003889,1.0060070510959882,1,1,0.0017380150449363685,0.005971181901204195
178039,2024-08-18 19:40:00+02:00,59577.76,59631.24,59577.76,59606.66,21.42143,0.0,59561.01633076059,59649.62680257469,-88.61047181409958,-99.6463573737738,11.035885559674213,84.14699217846581,1,59396.29251955384,59779.9,59377.14,59945.83,59377.14,60284.99,59377.14,-0.0028979640313884425,0.0038654606806593256,-0.005657941511527962,0.0038654606806593256,-0.01125205461591674,0.0038654606806593256,59748.045674916335,39.606802806015054,39.4974006720918,0.0004838159484523667,0,0.0013114893978956948,1,0.008119366485402346,1,0.012036406669992868,0,59807.434833533494,59736.087069373236,-2.4170411600019035,1.1546589022761204,0.9966429786849691,0.997833352070367,0,0,0.0033683288668328484,0.0021713524860012684
178092,2024-08-19 00:05:00+02:00,59492.0,59511.51,59426.02,59462.0,23.0697,0.0,59492.20031519078,59584.391083599956,-92.19076840917842,-93.2901708543852,1.0994024452067777,83.72800922466106,1,59252.67997693835,59703.56,59311.14,59869.77,59311.14,60014.01,59311.14,-0.0040459898873701616,0.002543535666318344,-0.0068109498332797475,0.002543535666318344,-0.009198018929246722,0.002543535666318344,59577.6468,31.280929526109418,34.7164428718158,0.0010591361927137649,0,0.0009678810065204875,0,0.001108889747868269,0,0.009394739497494154,0,59667.85225202965,59698.89649356993,-0.37938907432144,-0.21687320122232243,0.9965500308078771,0.9960318111810417,0,0,0.0034619126842293647,0.003983998075576557
178117,2024-08-19 02:10:00+02:00,58363.34,58684.89,58289.99,58657.59,206.8076,0.0,58440.323344665536,58628.86592003824,-188.54257537270314,-228.16252502385052,39.61994965114738,162.2082519737775,1,58252.069370065554,58928.21,58250.11,59471.07,58250.11,59945.83,58250.11,-0.004592367560460476,0.006995351596760863,-0.013678583553314295,0.006995351596760863,-0.021490068616949756,0.006995351596760863,58698.26416677164,38.561676465526965,33.65972933750834,0.0032477311978550377,1,0.0022388179432436235,1,0.017804161258869855,1,0.027612112942246626,0,59229.7118023748,59556.14955192618,-7.917848538696179,-2.5066423146379524,0.9903406282933853,0.9849123968106309,0,0,0.009753585211646109,0.01531872604936862
178127,2024-08-19 03:00:00+02:00,58346.03,58424.0,58311.99,58351.74,135.08362,0.0,58385.59253178513,58375.30919571632,10.283336068809149,17.667592269677243,-7.384256200868094,172.24372628864012,-1,58782.3493157216,58676.0,58258.31,59169.17,58210.03,59945.83,58210.03,-0.005526279910014351,0.0016037197096860566,-0.013815133793494151,0.002434460178082697,-0.026592174968634245,0.002434460178082697,58237.43276376,33.001599186027306,32.33574811388228,0.002067263952583393,1,0.0024711587857897174,1,0.024104159349756737,1,0.02712806850318433,0,58985.61844992783,59454.84368370219,-15.390412596555345,-5.166103743966459,0.9892536779882044,0.9814463613835962,0,0,0.010863059952073985,0.018904383720214503
178278,2024-08-19 15:35:00+02:00,58945.81,58968.01,58580.0,58605.86,131.24151,0.0,58781.94255901283,58659.35709310502,122.58546590781043,139.80220126172821,-17.216735353917784,142.5677385930898,-1,58962.27934648273,58970.0,58494.65,58970.0,58244.35,58970.0,57787.3,-0.006175004239443775,0.0019011995114082932,-0.006175004239443775,0.006206782288754223,-0.006175004239443775,0.014165050106165155,58570.5117277224,51.67409906714785,54.875924592373806,0.004410352597569196,1,0.0024776524656043887,1,3.6343167544194976e-05,0,0.020180575799075333,0,58432.19942584642,58671.43141101986,-4.2448352136289085,-4.982332638179783,1.0029720013256385,0.9988823962626631,1,0,0.002963194707040939,0.0011188541729421006
178329,2024-08-19 19:50:00+02:00,59060.01,59078.47,58783.03,59017.69,168.42003,0.0,59064.93297037867,58942.763843659865,122.16912671880709,137.9643508821679,-15.795224163360814,159.17359464990128,-1,59415.623986624756,59290.0,58656.27,59290.0,58380.0,59290.0,57787.3,-0.004592848709731787,0.006161660126019018,-0.004592848709731787,0.010923090099349131,-0.004592848709731787,0.021291702502106852,59290.0,61.57086002571418,61.22675144123938,0.0014612759808316908,1,0.0024341373146980114,1,0.013283426055314518,1,0.020578745118624637,0,58660.692212342685,58649.304245581436,4.441066975290177,-0.44941012863305724,1.0060858093246674,1.0062811615441511,1,1,0.006048996286661127,0.006241954817590567
178403,2024-08-20 02:00:00+02:00,59438.5,59475.99,59407.97,59448.01,63.03475,0.0,59466.613024175604,59392.68798802262,73.92503615298483,82.12713190612895,-8.202095753144121,106.12696442913598,-1,59713.327411072845,59617.63,59310.9,59617.63,58990.53,59617.63,58380.0,-0.002845131549174218,0.002311716733349192,-0.002845131549174218,0.007755143071269291,-0.002845131549174218,0.018294107571086023,59242.52929115463,61.97027714287393,61.11628879391129,0.001834672546976029,1,0.0012906837820551372,1,0.007627546696498122,1,0.011339656281177373,0,59173.16690591651,58899.95144667842,5.261169772128212,3.360157924949765,1.0046447251086035,1.0093049067080766,1,1,0.004623251376850043,0.009219123622835909
178412,2024-08-20 02:45:00+02:00,60252.09,60310.53,60150.76,60222.97,224.78687,0.0,60276.68272285392,60004.16433636743,272.51838648648845,280.02677548163336,-7.508388995144912,178.67206079381347,-1,60669.65015198453,60643.51,59363.31,60643.51,59089.95,60643.51,58380.0,-0.0069346249911985776,0.014481335356805467,-0.0069346249911985776,0.019174495832201655,-0.0069346249911985776,0.03156851661527923,59883.09869144,69.86028515098654,69.8414099444445,0.0009491547395444582,0,0.003201079612715522,1,0.017636071273594345,1,0.027829580640078084,0,59425.5350815201,58992.967944498065,7.277993290551084,4.06822201246099,1.0134190616438872,1.0208499775203572,1,1,0.013241374818941998,0.020424134769539536
178430,2024-08-20 04:15:00+02:00,60432.53,60552.64,60426.09,60526.09,60.25662,1.0,60512.67620828204,60641.23534222291,-128.5591339408711,-143.8624801109408,15.303346170069688,153.90509196230343,1,60141.32727009424,60636.37,60336.97,60910.55,60150.76,60910.55,58732.0,-0.0018187104538085988,0.0031343967057012533,-0.006311878648280247,0.006239821408740213,-0.006311878648280247,0.03054706122726957,60727.893474410885,58.76800849605672,60.57923994937615,0.0011047093087724266,0,0.0012281786223753354,0,0.02381604424903161,1,0.03172218790277059,0,59981.588369152705,59244.1001821119,21.7300175546653,9.109337603664512,1.009077812803092,1.0216391136661265,1,1,0.008996147460496646,0.021180780352540493
178469,2024-08-20 07:30:00+02:00,61132.01,61250.0,61132.0,61142.0,131.18314,1.0,61173.51650402383,61112.05037569618,61.46612832765095,61.85472553543826,-0.38859720778731344,133.29121290300318,-1,61475.22803225751,61400.0,60860.01,61400.0,60524.45,61400.0,58967.53,-0.004201954397394137,0.004633420204827406,-0.004201954397394137,0.010203314528260942,-0.004201954397394137,0.03687571787388756,61019.352,64.28286780578529,65.15817010634201,0.0020436647005494923,1,0.002006695849628886,1,0.010142396671958931,1,0.017386248405351457,0,60637.73331449361,59725.45652865063,16.753468402916585,12.096697689545485,1.0083160543434406,1.0237175829818872,1,1,0.008247467951757992,0.023168091841113587
